"fund","weight in portfolio","portfolio value","reporting date","bond","weight","country","issuer","maturity","rating"
"Thrivent Ser High Yield",11.3,712168991,"30/11/2015","Precision Drilling 5.25%",0.14,"CAN","PRECISION DRILL","15/11/2024","BB2"
"Thrivent Ser High Yield",11.3,712168991,"30/11/2015","Meg Engy 144A 6.5%",0.12,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"Thrivent Ser High Yield",11.3,712168991,"30/11/2015","Precision Drilling 6.5%",0.12,"CAN","PRECISION DRILL","15/12/2021","BB2"
"Thrivent Ser High Yield",11.3,712168991,"30/11/2015","Chaparral Engy 7.625%",0.09,"USA","CHAPARRAL ENERGY","15/11/2022","CC"
"Thrivent Ser High Yield",11.3,712168991,"30/11/2015","Laredo Petro 6.25%",0.07,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Amerigas Fin Corp / 7%",0.43,"USA","AMERIGAS FINANCE","20/5/2022","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ferrellgas Partners L P / 8.625%",0.42,"USA","FERRELLGAS","15/6/2020","B3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Exterran Partners Lp/ Exlp Fin 6%",0.39,"USA","EXTERRAN PARTNER","1/4/2021","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Calumet Specialty Prods Partne 6.5%",0.36,"USA","CALUMET SPECIAL","15/4/2021","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ngl Engy Partners 5.125%",0.36,"USA","NGL ENRGY PART/F","15/7/2019","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Calumet Specialty Prods Partn 144A 7.75%",0.35,"USA","CALUMET SPECIAL","15/4/2023","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","California Res 144A 8%",0.33,"USA","CALIFORNIA RESOU","15/12/2022","B3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.32,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Transocean 6.375%",0.32,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Wpx Engy 7.5%",0.32,"USA","WPX ENERGY INC","1/8/2020","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Gulfmark Offshore 6.375%",0.31,"USA","GULFMARK OFFSHOR","15/3/2022","CCC2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.31,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ferrellgas L P / Ferrellgas 6.75%",0.3,"USA","FERRELLGAS LP","15/1/2022","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Precision Drilling 6.625%",0.28,"CAN","PRECISION DRILL","15/11/2020","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Calumet Specialty Prods Partne 7.625%",0.27,"USA","CALUMET SPECIAL","15/1/2022","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Suburban Propane Partners L P 5.75%",0.26,"USA","SUBURBAN PROPANE","1/3/2025","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Wpx Engy 8.25%",0.25,"USA","WPX ENERGY INC","1/8/2023","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Concho Res 6.5%",0.24,"USA","CONCHO RES/MIDLA","15/1/2022","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Oasis Pete Inc New 6.875%",0.24,"USA","OASIS PETROLEUM","15/3/2022","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.24,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ferrellgas L P / Ferrellgas 6.5%",0.23,"USA","FERRELLGAS LP","1/5/2021","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sabine Pass Lng L P 6.5%",0.23,"USA","SABINE PASS LNG","1/11/2020","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Wpx Engy 6%",0.23,"USA","WPX ENERGY INC","15/1/2022","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Amerigas Partners L P 6.25%",0.22,"USA","AMERIGAS PARTNER","20/8/2019","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.22,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sm Engy 6.5%",0.21,"USA","SM ENERGY CO","15/11/2021","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.21,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Halcon Res 144A 12%",0.2,"USA","HALCON RESOURCES","15/2/2022","CCC1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Whiting Pete Corp New 5%",0.2,"USA","WHITING PETRO","15/3/2019","CCC1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Exterran Partners Lp/ Exlp Fin 6%",0.19,"USA","EXTERRAN PARTNER","1/10/2022","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ferrellgas L P / Ferrellgas 144A 6.75%",0.19,"USA","FERRELLGAS LP","15/6/2023","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Qep Res 6.875%",0.19,"USA","QEP RESOURCES","1/3/2021","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Matador Res 6.875%",0.18,"USA","MATADOR RESOURC","15/4/2023","B3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Tesoro Logistics Lp / 144A 5.5%",0.15,"USA","TES LOG LP/CORP","15/10/2019","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Crestwood Midstream Prtnrs 6%",0.14,"USA","CRESTWOOD MIDSTR","15/12/2020","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sm Engy 6.5%",0.14,"USA","SM ENERGY CO","1/1/2023","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sm Engy 6.125%",0.14,"USA","SM ENERGY CO","15/11/2022","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Tesoro 5.375%",0.14,"USA","TESORO CORP","1/10/2022","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Everest Acq Llc/Finance 6.375%",0.13,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Range Res 5.75%",0.12,"USA","RANGE RESOURCES","1/6/2021","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Crestwood Midstream Prtnrs 144A 6.25%",0.11,"USA","CRESTWOOD MIDSTR","1/4/2023","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Transocean 6%",0.11,"CYM","TRANSOCEAN INC","15/3/2018","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Transocean 6.8%",0.11,"CYM","TRANSOCEAN INC","15/3/2038","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Everest Acq Llc/Finance 7.75%",0.1,"USA","EP ENER/EVEREST","1/9/2022","CCC1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Chesapeake Engy 144A 8%",0.09,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Newfield Expl 5.375%",0.09,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Amerigas Fin Corp / 6.75%",0.08,"USA","AMERIGAS FINANCE","20/5/2020","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Concho Res 5.5%",0.07,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Precision Drilling 6.5%",0.07,"CAN","PRECISION DRILL","15/12/2021","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Bristow Grp 6.25%",0.06,"USA","BRISTOW GROUP IN","15/10/2022","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Precision Drilling 5.25%",0.06,"CAN","PRECISION DRILL","15/11/2024","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Tesoro Logistics Lp / 5.875%",0.06,"USA","TES LOG LP/CORP","1/10/2020","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Tesoro Logistics Lp / 144A 6.25%",0.06,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ultra Petro 144A 6.125%",0.06,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Denbury Res 5.5%",0.05,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Linn Engy 6.25%",0.05,"USA","LINN ENERGY LLC","1/11/2019","CC"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Ultra Petro 144A 5.75%",0.05,"CAN","ULTRA PETROLEUM","15/12/2018","C"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","California Res 0.12%",0.04,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Crestwood Midstream Prtnrs 6.125%",0.04,"USA","CRSTWD PART/FIN","1/3/2022","B1"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Linn Engy 6.5%",0.04,"USA","LINN ENERGY LLC","15/5/2019","CC"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Oasis Pete Inc New 6.875%",0.04,"USA","OASIS PETROLEUM","15/1/2023","B2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Suburban Propane Partners L P 7.375%",0.04,"USA","SUBURBAN PROPANE","1/8/2021","BB3"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Sabine Pass Liquefaction 5.75%",0.03,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Transocean 3.8%",0.03,"CYM","TRANSOCEAN INC","15/10/2022","BB2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","California Res 5.5%",0.02,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Denbury Res 6.375%",0.02,"USA","DENBURY RESOURCE","15/8/2021","CCC2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","California Res 5%",0.01,"USA","CALIFORNIA RESOU","15/1/2020","CCC2"
"TIAA-CREF High-Yield Retail",11.56,3141556971,"31/12/2015","Linn Engy 7.75%",0.01,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Meg Engy 144A 6.375%",0.86,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Hornbeck Offshore Svcs Inc New 5%",0.75,"USA","HORNBECK OFF","1/3/2021","B1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Drill Rig Hldgs 144A 6.5%",0.69,"MHL","DRILL RIGS HLDS","1/10/2017","CCC2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Martin Midstream Partners Lp / 7.25%",0.69,"USA","MRT MID PART/FIN","15/2/2021","B3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Tullow Oil 144A 6%",0.61,"GBR","TULLOW OIL PLC","1/11/2020","CCC1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Whiting Pete Corp New 5%",0.61,"USA","WHITING PETRO","15/3/2019","CCC1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Genesis Engy Lp/ Genesis Fin 5.75%",0.58,"USA","GENESIS ENERGY","15/2/2021","B1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Whiting Pete Corp New 5.75%",0.53,"USA","WHITING PETRO","15/3/2021","CCC1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Gibson Engy 144A 6.75%",0.49,"CAN","GIBSON ENERGY","15/7/2021","BB2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Sabine Pass Lng L P 6.5%",0.44,"USA","SABINE PASS LNG","1/11/2020","BB3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Unit 6.625%",0.44,"USA","UNIT CORP","15/5/2021","B1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Sanchez Engy 6.125%",0.43,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","California Res 5.5%",0.42,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Williams Clayton Engy 7.75%",0.41,"USA","CLAYTON WILLIAMS","1/4/2019","CCC2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Blue Racer Midstream Llc/ Bl 144A 6.125%",0.35,"USA","BLUE RACER MID/F","15/11/2022","B3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6.75%",0.34,"USA","GENESIS ENERGY","1/8/2022","B1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Questar Mkt Res 6.8%",0.32,"USA","QUESTAR MARKET","1/3/2020","BB3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Semgroup 7.5%",0.32,"USA","SEMGROUP CORP","15/6/2021","B2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Nustar Logistics L P 4.8%",0.25,"USA","NUSTAR LOGISTICS","1/9/2020","BB1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Ngl Engy Partners 6.875%",0.23,"USA","NGL ENRGY PART/F","15/10/2021","B2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Tesoro Logistics Lp / 5.875%",0.21,"USA","TES LOG LP/CORP","1/10/2020","BB3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Oneok Inc New 7.5%",0.2,"USA","ONEOK INC","1/9/2023","BB1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Dcp Midstream 144A 5.35%",0.19,"USA","DCP MIDSTREAM","15/3/2020","BB2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Oneok Inc New 4.25%",0.17,"USA","ONEOK INC","1/2/2022","BB1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Oasis Pete Inc New 6.875%",0.16,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Targa Res Partners / Targa Res 6.375%",0.14,"USA","TARGA RES PRTNRS","1/8/2022","BB3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Tullow Oil 144A 6.25%",0.14,"GBR","TULLOW OIL PLC","15/4/2022","CCC1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Rose Rock Midstream Lp/ Rose R 5.625%",0.13,"USA","ROSE ROCK MID/FI","15/7/2022","B2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Tesoro Logistics Lp / 144A 6.25%",0.13,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Ultra Petro 144A 5.75%",0.13,"CAN","ULTRA PETROLEUM","15/12/2018","C"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6%",0.1,"USA","GENESIS ENERGY","15/5/2023","B1"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Fts Intl 6.25%",0.09,"USA","FTS INTL INC","1/5/2022","CCC2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Meg Engy 144A 6.5%",0.08,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Chesapeake Engy 4.875%",0.07,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"Touchstone High Yield A",11.76,211193031,"31/12/2015","Chesapeake Engy 144A 8%",0.06,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Newfield Expl 5.625%",0.73,"USA","NEWFIELD EXPLOR","1/7/2024","BB1"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Continental Resources 3.8%",0.69,"USA","CONTINENTAL RESO","1/6/2024","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Ifm Us Colonial Pipe 2 144A 6.45%",0.58,"USA","IFM US COLONIAL","1/5/2021","BB1"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Targa Res Partners / Targa Res 4.125%",0.34,"USA","TARGA RES PRTNRS","15/11/2019","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Whiting Pete Corp New 5.75%",0.3,"USA","WHITING PETRO","15/3/2021","CCC1"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Southwestern Engy 4.95%",0.27,"USA","SOUTHWESTERN ENE","23/1/2025","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Chesapeake Engy 4.875%",0.26,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Targa Res Partners / Targa Res 6.375%",0.24,"USA","TARGA RES PRTNRS","1/8/2022","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Southwestern Engy 4.1%",0.23,"USA","SOUTHWN ENERGY","15/3/2022","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Continental Resources 4.5%",0.22,"USA","CONTINENTAL RES","15/4/2023","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Meg Engy 144A 7%",0.16,"CAN","MEG ENERGY CORP","31/3/2024","B3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Rice Engy 6.25%",0.15,"USA","RICE ENERGY INC","1/5/2022","B3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Baytex Engy 144A 5.625%",0.14,"CAN","BAYTEX ENERGY","1/6/2024","B2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Transocean 3.8%",0.14,"CYM","TRANSOCEAN INC","15/10/2022","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","California Res 5.5%",0.13,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Antero Res 5.125%",0.12,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Newfield Expl 5.375%",0.12,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Halcon Res 144A 8.625%",0.11,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Qep Res 5.375%",0.11,"USA","QEP RESOURCES","1/10/2022","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Sm Engy 6.125%",0.11,"USA","SM ENERGY CO","15/11/2022","B2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","California Res 0.12%",0.1,"USA","CALIFORNIA RESOU","15/11/2024","CCC2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Qep Res 5.25%",0.1,"USA","QEP RESOURCES","1/5/2023","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Meg Engy 144A 6.375%",0.09,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Targa Res Partners / Targa Res 5.25%",0.09,"USA","TARGA RES PRTNRS","1/5/2023","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Newfield Expl 5.75%",0.08,"USA","NEWFIELD EXPLOR","30/1/2022","BB1"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Sm Engy 5%",0.07,"USA","SM ENERGY CO","15/1/2024","B2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Meg Engy 144A 6.5%",0.06,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Antero Res Fin 5.375%",0.04,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Chesapeake Engy 6.125%",0.03,"USA","CHESAPEAKE ENRGY","15/2/2021","CCC2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Sm Engy 5.625%",0.03,"USA","SM ENERGY CO","1/6/2025","B2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Chesapeake Engy 5.75%",0.02,"USA","CHESAPEAKE ENRGY","15/3/2023","CCC2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Concho Res 6.5%",0.02,"USA","CONCHO RES/MIDLA","15/1/2022","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Targa Res Partners / Targa Res 6.875%",0.02,"USA","TARGA RES PRTNRS","1/2/2021","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Targa Res Partners / Targa Res 4.25%",0.02,"USA","TARGA RES PRTNRS","15/11/2023","BB3"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Transocean 6.375%",0.02,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","California Res 5%",0.01,"USA","CALIFORNIA RESOU","15/1/2020","CCC2"
"Transamerica Bond I2",5.96,421710382,"31/12/2015","Chesapeake Engy 6.625%",0.01,"USA","CHESAPEAKE ENRGY","15/8/2020","CCC2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Citgo Hldg 144A 10.75%",0.46,"USA","CITGO HOLDING","15/2/2020","B3"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.44,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Transocean 6.375%",0.43,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.42,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6.75%",0.39,"USA","GENESIS ENERGY","1/8/2022","B1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Sm Engy 6.5%",0.37,"USA","SM ENERGY CO","15/11/2021","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Citgo Pete 144A 6.25%",0.34,"USA","CITGO PETROLEUM","15/8/2022","B1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Ferrellgas L P / Ferrellgas 144A 6.75%",0.31,"USA","FERRELLGAS LP","15/6/2023","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Whiting Pete Corp New 5.75%",0.29,"USA","WHITING PETRO","15/3/2021","CCC1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.28,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Nustar Logistics L P 6.75%",0.27,"USA","NUSTAR LOGISTICS","1/2/2021","BB1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Oneok Inc New 7.5%",0.25,"USA","ONEOK INC","1/9/2023","BB1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Concho Res 5.5%",0.23,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Compressco Partners Lp/Finance 7.25%",0.21,"USA","COMPRESSCO PARTN","15/8/2022","B3"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Wpx Engy 8.25%",0.21,"USA","WPX ENERGY INC","1/8/2023","B1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.2,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Weatherford Intl 6.8%",0.2,"USA","WEATHERFORD INC","15/6/2037","BB1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Carrizo Oil & Gas 7.5%",0.16,"USA","CARRIZO OIL&GAS","15/9/2020","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Targa Res Partners / Targa Re 144A 6.75%",0.15,"USA","TARGA RES PRTNRS","15/3/2024","BB3"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Antero Res Fin 5.375%",0.13,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Linn Engy 6.25%",0.13,"USA","LINN ENERGY LLC","1/11/2019","CC"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Nustar Logistics L P 7.65%",0.12,"USA","NUSTAR LOGISTICS","15/4/2018","BB1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Weatherford Intl Ltd Bermuda 6.75%",0.12,"BMU","WEATHERFORD BERM","15/9/2040","BB1"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Chesapeake Engy 6.625%",0.11,"USA","CHESAPEAKE ENRGY","15/8/2020","CCC2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Breitburn Engy Partners 7.875%",0.09,"USA","BREITBURN ENERGY","15/4/2022","CCC2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Oasis Pete Inc New 7.25%",0.09,"USA","OASIS PETROLEUM","1/2/2019","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Sm Engy 5.625%",0.07,"USA","SM ENERGY CO","1/6/2025","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Linn Engy 7.75%",0.06,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Oasis Pete Inc New 6.5%",0.06,"USA","OASIS PETROLEUM","1/11/2021","B2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Chesapeake Engy 6.125%",0.05,"USA","CHESAPEAKE ENRGY","15/2/2021","CCC2"
"Transamerica High Yield Bond A",6.85,819115291,"31/12/2015","Chesapeake Engy 4.875%",0.04,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
