"","Fund_Name","WiP","weightedOAS","portfolioVal","chartName"
"781","Putnam Absolute Return 300 A",0.05,2622,832722989,"Putnam
Absolute
Return
300
A"
"782","Putnam Absolute Return 500 A",0.17,2142.35294117647,1142847636,"Putnam
Absolute
Return
500
A"
"783","Putnam Absolute Return 700 A",0.87,3612.34482758621,1385498152,"Putnam
Absolute
Return
700
A"
"784","Putnam Capital Spectrum A",0.11,2429.72727272727,7776326056,"Putnam
Capital
Spectrum
A"
"785","Putnam Diversified Income A",1.96,2825.72959183673,4341496608,"Putnam
Diversified
Income
A"
"786","Putnam Diversified Income Trust M",1.96,2825.72959183673,4341496608,"Putnam
Diversified
Income
Trust
M"
"787","Putnam Dynamic Asset Allocation Bal A",0.15,1602.53333333333,2051585419,"Putnam
Dynamic
Asset
Allocation
Bal
A"
"788","Putnam Dynamic Asset Allocation Cnsrv A",0.17,1595,788834300,"Putnam
Dynamic
Asset
Allocation
Cnsrv
A"
"789","Putnam Dynamic Asset Allocation Gr A",0.16,1764,2212788881,"Putnam
Dynamic
Asset
Allocation
Gr
A"
"790","Putnam Dynamic Risk Allocation A",0.81,2918.58024691358,183111633,"Putnam
Dynamic
Risk
Allocation
A"
"791","Putnam Floating Rate Income A",0.29,5409.31034482759,668010179,"Putnam
Floating
Rate
Income
A"
"792","Putnam Global Income A",0.22,1405.13636363636,269645290,"Putnam
Global
Income
A"
"793","Putnam Global Income Trust M",0.22,1405.13636363636,269645290,"Putnam
Global
Income
Trust
M"
"794","Putnam High Yield A",6.8,2797.04264705882,1008870852,"Putnam
High
Yield
A"
"795","Putnam High Yield Advantage A",7.13,2804.07573632539,529875287,"Putnam
High
Yield
Advantage
A"
"796","Putnam High Yield Advantage Fund M",7.13,2804.07573632539,529875287,"Putnam
High
Yield
Advantage
Fund
M"
"797","Putnam Income A",0.21,1266.38095238095,2240173826,"Putnam
Income
A"
"798","Putnam Income Fund M",0.21,1266.38095238095,2240173826,"Putnam
Income
Fund
M"
"799","Putnam Retirement Inc Lifestyle 2 A",0.15,2106.26666666667,13766626,"Putnam
Retirement
Inc
Lifestyle
2
A"
"800","Putnam Retirement Inc Lifestyle 3 A",0.43,1537.18604651163,30376559,"Putnam
Retirement
Inc
Lifestyle
3
A"
"801","Quaker Event Arbitrage A",7.06,2572.60056657224,39438716,"Quaker
Event
Arbitrage
A"
"802","Rainier High Yield Institutional",15.27,1068.62213490504,47983410,"Rainier
High
Yield
Institutional"
"803","RBC BlueBay Absolute Return I",5.03,1432.04771371769,246564849,"RBC
BlueBay
Absolute
Return
I"
"804","RBC BlueBay Global High Yield Bd I",6.41,1727.13884555382,28870282,"RBC
BlueBay
Global
High
Yield
Bd
I"
"805","RBC BlueBay Total Return Credit I",2.17,1532.82488479263,60634086,"RBC
BlueBay
Total
Return
Credit
I"
"806","RBC Short Duration Fixed Income I",0.33,2160,12275686,"RBC
Short
Duration
Fixed
Income
I"
"807","RBC Ultra-Short Fixed Income I",0.27,2160,15206601,"RBC
Ultra-Short
Fixed
Income
I"
"808","Redmont Resolute II I",0.05,1136.6,554628786,"Redmont
Resolute
II
I"
"809","RidgeWorth Seix Corporate Bond C",1.47,792,17356656,"RidgeWorth
Seix
Corporate
Bond
C"
"810","RidgeWorth Seix Floating Rate Hi Inc I",0.02,19368,4731092542,"RidgeWorth
Seix
Floating
Rate
Hi
Inc
I"
"811","RidgeWorth Seix High Income R",12.72,1668.51965408805,586744768,"RidgeWorth
Seix
High
Income
R"
"812","RidgeWorth Seix High Yield I",12.47,1454.32317562149,530407798,"RidgeWorth
Seix
High
Yield
I"
"813","RidgeWorth Seix Total Return Bond I",0.22,792,1110580016,"RidgeWorth
Seix
Total
Return
Bond
I"
"814","RiverNorth Doubleline Strategic Inc R",0.26,6886,1963992514,"RiverNorth
Doubleline
Strategic
Inc
R"
"815","RiverNorth/Oaktree High Income R",3.48,2641.68390804598,82603279,"RiverNorth/Oaktree
High
Income
R"
"816","Roge Partners",0.11,2847,16586185,"Roge
Partners"
"817","Roumell Opportunistic Value A",1.72,13003,39558082,"Roumell
Opportunistic
Value
A"
"818","Royce Dividend Value Svc",0.12,2438,285005298,"Royce
Dividend
Value
Svc"
"819","Royce Total Return Invmt",0.11,2438,2861130429,"Royce
Total
Return
Invmt"
"820","RS Floating Rate A",1.8,5044.69444444444,1078294626,"RS
Floating
Rate
A"
"821","RS High Yield A",5.68,3082.43309859155,72098809,"RS
High
Yield
A"
"822","RS Investment Quality Bond A",1.15,3162.08695652174,87479432,"RS
Investment
Quality
Bond
A"
"823","RS Low Duration Bond A",1.15,1233.75652173913,1087147191,"RS
Low
Duration
Bond
A"
"824","RS Strategic Income A",2.24,2190.47767857143,58458643,"RS
Strategic
Income
A"
"825","Russell Global Opportunistic Credit A",1.73,1516.59537572254,1571117260,"Russell
Global
Opportunistic
Credit
A"
"826","Russell Investment Grade Bond I",0.09,654.888888888889,1326810507,"Russell
Investment
Grade
Bond
I"
"827","Russell Multi-Strategy Alternative A",0.7,1623.35714285714,466519249,"Russell
Multi-Strategy
Alternative
A"
"828","Russell Multi-Strategy Income A",1.01,1619.56435643564,251681344,"Russell
Multi-Strategy
Income
A"
"829","Russell Short Duration Bond S",0.24,898.5,817901502,"Russell
Short
Duration
Bond
S"
"830","Russell Strategic Bond I",0.39,1084.5641025641,6198775369,"Russell
Strategic
Bond
I"
"831","Sandalwood Opportunity A",5.22,5498.73946360153,89394162,"Sandalwood
Opportunity
A"
"832","Schroder Global Multi-Asset Income Adv",3.28,2611.9237804878,20982242,"Schroder
Global
Multi-Asset
Income
Adv"
"833","Schroder Total Return Fixed Income Adv",1.06,1046.68867924528,176937609,"Schroder
Total
Return
Fixed
Income
Adv"
"834","Schwab Short-Term Bond Market",0.11,1049.18181818182,378257042,"Schwab
Short-Term
Bond
Market"
"835","Schwab Total Bond Market",0.03,896,1494741253,"Schwab
Total
Bond
Market"
"836","Scout Core Plus Bond Instl",0.72,1701.61111111111,807514149,"Scout
Core
Plus
Bond
Instl"
"837","Scout Low Duration Bond",0.28,1689,52950262,"Scout
Low
Duration
Bond"
"838","Scout Unconstrained Bond Instl",0.95,2703.54736842105,1351722457,"Scout
Unconstrained
Bond
Instl"
"839","SEI Core Fixed Income A (SIIT)",0.14,791.285714285714,5093157147,"SEI
Core
Fixed
Income
A
(SIIT)"
"840","SEI Core Fixed Income A (SIMT)",0.26,1335.88461538462,2037165212,"SEI
Core
Fixed
Income
A
(SIMT)"
"841","SEI Enhanced Income A (SIMT)",0.41,1625.68292682927,207170527,"SEI
Enhanced
Income
A
(SIMT)"
"842","SEI High Yield Bond A (SIIT)",5.72,1759.48251748252,2363992350,"SEI
High
Yield
Bond
A
(SIIT)"
"843","SEI High Yield Bond A (SIMT)",5.89,1810.38370118846,1601982683,"SEI
High
Yield
Bond
A
(SIMT)"
"844","SEI International Fixed Income A (SIT)",0.02,1265,469893662,"SEI
International
Fixed
Income
A
(SIT)"
"845","SEI Limited Duration Bond A (SIIT)",0.15,2160,1040703511,"SEI
Limited
Duration
Bond
A
(SIIT)"
"846","SEI Long Duration A (SIIT)",0.24,688.458333333333,2884582576,"SEI
Long
Duration
A
(SIIT)"
"847","SEI Long Duration Credit A (SIIT)",0.13,715.923076923077,2913948455,"SEI
Long
Duration
Credit
A
(SIIT)"
"848","SEI Multi-Asset Income A (SIMT)",0.35,2015.54285714286,619807257,"SEI
Multi-Asset
Income
A
(SIMT)"
"849","SEI Multi-Asset Inflation Mgd A (SIMT)",0.1,1303.3,666439907,"SEI
Multi-Asset
Inflation
Mgd
A
(SIMT)"
"850","SEI Muti-Asset Real Return A (SIIT)",0.08,1389.25,446873814,"SEI
Muti-Asset
Real
Return
A
(SIIT)"
"851","SEI Opportunistic Income A (SIIT)",0.62,898.838709677419,2138922254,"SEI
Opportunistic
Income
A
(SIIT)"
"852","SEI US Fixed Income A (SIMT)",0.09,821.111111111111,1053079200,"SEI
US
Fixed
Income
A
(SIMT)"
"853","Sentinel Balanced A",0.34,827.352941176471,298934744,"Sentinel
Balanced
A"
"854","Sentinel Low Duration Bond A",2.77,953.877256317689,295763945,"Sentinel
Low
Duration
Bond
A"
"855","Sentinel Multi-Asset Income A",2.02,989.287128712871,266525724,"Sentinel
Multi-Asset
Income
A"
"856","Sentinel Total Return Bond A",1.25,989.464,787338198,"Sentinel
Total
Return
Bond
A"
"857","Sentinel Unconstrained Bond A",2.55,1218.47450980392,16032396,"Sentinel
Unconstrained
Bond
A"
"858","Sextant Global High Income",0.25,24377,6366059,"Sextant
Global
High
Income"
"859","Shenkman Short Duration High Income A",3.58,2082.46089385475,110079123,"Shenkman
Short
Duration
High
Income
A"
"860","Snow Capital Opportunity A",0.95,11959,219509020,"Snow
Capital
Opportunity
A"
"861","Spirit of America Energy A",0.72,9190.625,271827194,"Spirit
of
America
Energy
A"
"862","SSgA High Yield Bond N",7.46,1340.98525469169,64540474,"SSgA
High
Yield
Bond
N"
"863","STAAR General Bond",1.87,1283,1518369,"STAAR
General
Bond"
"864","State Farm Bond A Legacy",0.06,725,793443140,"State
Farm
Bond
A
Legacy"
"865","State Street Aggregate Bond Idx",0.02,664,95864548,"State
Street
Aggregate
Bond
Idx"
"866","Sterling Capital Corporate Instl",0.4,821,62099539,"Sterling
Capital
Corporate
Instl"
"867","Sterling Capital Total Return Bond A",0.13,942,662187496,"Sterling
Capital
Total
Return
Bond
A"
"868","Stone Harbor High Yield Bond Instl",6.26,3650.07188498403,248543368,"Stone
Harbor
High
Yield
Bond
Instl"
"869","Stone Harbor Investment Grade Instl",0.56,1050,15311835,"Stone
Harbor
Investment
Grade
Instl"
"870","Strategic Advisers® Core Inc Multi-Mgr",0.46,1837,44735524,"Strategic
Advisers®
Core
Inc
Multi-Mgr"
"871","Strategic Advisers® Core Income",0.32,1895.59375,27604924529,"Strategic
Advisers®
Core
Income"
"872","Strategic Advisers® Short Duration",0.07,883.142857142857,6196470180,"Strategic
Advisers®
Short
Duration"
"873","SunAmerica Flexible Credit A",3.63,1434.48760330579,265108675,"SunAmerica
Flexible
Credit
A"
"874","SunAmerica Senior Floating Rate C",0.48,2709.04166666667,284556417,"SunAmerica
Senior
Floating
Rate
C"
"875","SunAmerica Strategic Bond A",3.48,2181.23275862069,787923747,"SunAmerica
Strategic
Bond
A"
"876","T. Rowe Price Balanced",0.07,1162.42857142857,3995985995,"T.
Rowe
Price
Balanced"
"877","T. Rowe Price Capital Appreciation",2.34,569.58547008547,24332561256,"T.
Rowe
Price
Capital
Appreciation"
"878","T. Rowe Price Corporate Income",0.54,575.888888888889,731606588,"T.
Rowe
Price
Corporate
Income"
"879","T. Rowe Price Credit Opportunities Adv",3.41,4968.83284457478,31622291,"T.
Rowe
Price
Credit
Opportunities
Adv"
"880","T. Rowe Price Floating Rate Adv",1.03,849.825242718447,584507341,"T.
Rowe
Price
Floating
Rate
Adv"
"881","T. Rowe Price Global Allocation Advisor",0.02,1122,161717826,"T.
Rowe
Price
Global
Allocation
Advisor"
"882","T. Rowe Price Global High Income Bd Adv",5.09,1110.61100196464,26962478,"T.
Rowe
Price
Global
High
Income
Bd
Adv"
"883","T. Rowe Price Global Multi-Sector Bd Adv",0.68,1159.63235294118,286290625,"T.
Rowe
Price
Global
Multi-Sector
Bd
Adv"
"884","T. Rowe Price Global Unconstrain Bd Adv",0.42,1733,34039833,"T.
Rowe
Price
Global
Unconstrain
Bd
Adv"
"885","T. Rowe Price High Yield",7.14,1424.55742296919,8555771657,"T.
Rowe
Price
High
Yield"
"886","T. Rowe Price Institutional Crdt Opps",3.15,5024.28888888889,20821516,"T.
Rowe
Price
Institutional
Crdt
Opps"
"887","T. Rowe Price Instl Core Plus",0.28,833.821428571428,616396813,"T.
Rowe
Price
Instl
Core
Plus"
"888","T. Rowe Price Instl Floating Rate",1.13,847.486725663717,3527609508,"T.
Rowe
Price
Instl
Floating
Rate"
"889","T. Rowe Price Instl Glbl Mult-Sect Bd Fd",1.01,1258.80198019802,224158039,"T.
Rowe
Price
Instl
Glbl
Mult-Sect
Bd
Fd"
"890","T. Rowe Price Instl High Yield",7.49,1563.19225634179,1789438058,"T.
Rowe
Price
Instl
High
Yield"
"891","T. Rowe Price Instl Lng Dur Crdt",0.33,495.454545454545,33248263,"T.
Rowe
Price
Instl
Lng
Dur
Crdt"
"892","T. Rowe Price Ltd Dur Infl Focus Bd",0.22,1194.31818181818,7383327538,"T.
Rowe
Price
Ltd
Dur
Infl
Focus
Bd"
"893","T. Rowe Price New Era",0.13,1138.38461538462,2684526886,"T.
Rowe
Price
New
Era"
"894","T. Rowe Price New Income",0.34,864.058823529412,29200795601,"T.
Rowe
Price
New
Income"
"895","T. Rowe Price Personal Strat Balanced",0.08,647.375,2005153569,"T.
Rowe
Price
Personal
Strat
Balanced"
"896","T. Rowe Price Personal Strat Growth",0.04,621.25,1651364989,"T.
Rowe
Price
Personal
Strat
Growth"
"897","T. Rowe Price Personal Strat Income",0.1,641.8,1525347075,"T.
Rowe
Price
Personal
Strat
Income"
"898","T. Rowe Price Real Assets",0.04,1058.25,4480669136,"T.
Rowe
Price
Real
Assets"
"899","T. Rowe Price Short-Term Bond",1.13,945.858407079646,5651255236,"T.
Rowe
Price
Short-Term
Bond"
"900","T. Rowe Price U.S. Bond Enhanced Index",0.3,1216.73333333333,612090586,"T.
Rowe
Price
U.S.
Bond
Enhanced
Index"
"901","T. Rowe Price Ultra Short-Term Bond",0.85,819.564705882353,356160413,"T.
Rowe
Price
Ultra
Short-Term
Bond"
"902","TCW High-Yield Bond I",4.28,1078.74299065421,24559645,"TCW
High-Yield
Bond
I"
"903","TDAM High Yield Bond Advisor",1.55,2487.46451612903,7659730,"TDAM
High
Yield
Bond
Advisor"
"904","Templeton Global Balanced A1",0.2,2695.95,2569416476,"Templeton
Global
Balanced
A1"
"905","Templeton Global Total Return A",0.55,6788.63636363636,6695726410,"Templeton
Global
Total
Return
A"
"906","TETON Westwood Intermediate Bond AAA",2.04,1011,18784055,"TETON
Westwood
Intermediate
Bond
AAA"
"907","Third Avenue Focused Credit Instl",2.79,6273.72043010753,1361407742,"Third
Avenue
Focused
Credit
Instl"
"908","Third Avenue International Value Instl",2.55,2951,201551309,"Third
Avenue
International
Value
Instl"
"909","Third Avenue Value Instl",0.65,8939,1687224271,"Third
Avenue
Value
Instl"
"910","Thompson Bond",1.35,1211.77037037037,2465986769,"Thompson
Bond"
"911","Thornburg Investment Income Builder A",0.71,922.352112676056,16411451026,"Thornburg
Investment
Income
Builder
A"
"912","Thornburg Limited Term Income A",0.34,895.411764705882,4038288057,"Thornburg
Limited
Term
Income
A"
"913","Thornburg Strategic Income A",3.65,1407.09863013699,1037066190,"Thornburg
Strategic
Income
A"
"914","Thrivent Balanced Income Plus A",0.48,2011.3125,277415274,"Thrivent
Balanced
Income
Plus
A"
"915","Thrivent Balanced Income Plus Portfolio",0.45,1880.28888888889,313289446,"Thrivent
Balanced
Income
Plus
Portfolio"
"916","Thrivent Diversified Income Plus A",0.94,1849.53191489362,694008826,"Thrivent
Diversified
Income
Plus
A"
"917","Thrivent Growth and Income Plus A",0.34,1781.26470588235,73630725,"Thrivent
Growth
and
Income
Plus
A"
"918","Thrivent Growth and Income Plus Port",0.31,1901.03225806452,78770479,"Thrivent
Growth
and
Income
Plus
Port"
"919","Thrivent High Yield A",10.98,1671.66120218579,648268716,"Thrivent
High
Yield
A"
"920","Thrivent Income A",2.44,845.696721311475,744432631,"Thrivent
Income
A"
"921","Thrivent Limited Maturity Bond S",0.16,813,723073297,"Thrivent
Limited
Maturity
Bond
S"
"922","Thrivent Moderate Allocation A",0.17,869.941176470588,1753902002,"Thrivent
Moderate
Allocation
A"
"923","Thrivent Moderately Agrsv Allocation A",0.05,974,1875173495,"Thrivent
Moderately
Agrsv
Allocation
A"
"924","Thrivent Moderately Cnsrv Allocation A",0.23,1096.17391304348,729657571,"Thrivent
Moderately
Cnsrv
Allocation
A"
"925","Thrivent Opportunity Income Plus A",0.89,1950.32584269663,395015954,"Thrivent
Opportunity
Income
Plus
A"
"926","Thrivent Opportunity Income Plus Port",0.69,1957.33333333333,99712306,"Thrivent
Opportunity
Income
Plus
Port"
"927","Thrivent Ser Diversified Income Plus",1.08,1691.59259259259,479457454,"Thrivent
Ser
Diversified
Income
Plus"
"928","Thrivent Ser High Yield",11.3,1689.92300884956,712168991,"Thrivent
Ser
High
Yield"
"929","Thrivent Ser Income",2.42,841.690082644628,1335854167,"Thrivent
Ser
Income"
"930","Thrivent Ser Limited Maturity Bond",0.18,813,823844604,"Thrivent
Ser
Limited
Maturity
Bond"
"931","Thrivent Ser Moderate Allocation",0.15,1059.93333333333,8656275881,"Thrivent
Ser
Moderate
Allocation"
"932","Thrivent Ser Moderately Aggressive Allc",0.07,950.142857142857,4897411581,"Thrivent
Ser
Moderately
Aggressive
Allc"
"933","Thrivent Ser Moderately Cnsrv Allc",0.21,1084.80952380952,4100605942,"Thrivent
Ser
Moderately
Cnsrv
Allc"
"934","TIAA-CREF Bond Index Retail",0.07,680.571428571429,6103306451,"TIAA-CREF
Bond
Index
Retail"
"935","TIAA-CREF Bond Instl",0.49,975.591836734694,2986114141,"TIAA-CREF
Bond
Instl"
"936","TIAA-CREF Bond Plus Retail",1.34,2205.52985074627,2833073075,"TIAA-CREF
Bond
Plus
Retail"
"937","TIAA-CREF High-Yield Retail",11.56,1778.13494809689,3141556971,"TIAA-CREF
High-Yield
Retail"
"938","TIAA-CREF Short-Term Bond Retail",0.1,818.1,1501438772,"TIAA-CREF
Short-Term
Bond
Retail"
"939","TIAA-CREF Social Choice Bond Retail",0.32,2175.28125,590859769,"TIAA-CREF
Social
Choice
Bond
Retail"
"940","Timothy Plan Fixed Income A",0.58,750,77322653,"Timothy
Plan
Fixed
Income
A"
"941","Timothy Plan High Yield Bond A",28,1440.57107142857,43801137,"Timothy
Plan
High
Yield
Bond
A"
"942","Tocqueville Alternative Strategies",0.58,9975,46230092,"Tocqueville
Alternative
Strategies"
"943","Touchstone Active Bond A",1.17,2010.99145299145,88541993,"Touchstone
Active
Bond
A"
"944","Touchstone Credit Opportunities A",2.78,1593.8381294964,64734938,"Touchstone
Credit
Opportunities
A"
"945","Touchstone High Yield A",11.76,2116.22619047619,211193031,"Touchstone
High
Yield
A"
"946","Touchstone Total Return Bond Y",0.9,1411.1,190480567,"Touchstone
Total
Return
Bond
Y"
"947","Transamerica Bond I2",5.96,1242.64597315436,421710382,"Transamerica
Bond
I2"
"948","Transamerica Core Bond I2",0.15,1157.6,915751743,"Transamerica
Core
Bond
I2"
"949","Transamerica Event Driven I2",0.81,487,113894332,"Transamerica
Event
Driven
I2"
"950","Transamerica Flexible Income A",1.93,3094.22279792746,420038292,"Transamerica
Flexible
Income
A"
"951","Transamerica Floating Rate A",0.5,587,360886670,"Transamerica
Floating
Rate
A"
"952","Transamerica High Yield Bond A",6.85,2239.38248175182,819115291,"Transamerica
High
Yield
Bond
A"
"953","Transamerica Intermediate Bond I2",0.06,664,1219246160,"Transamerica
Intermediate
Bond
I2"
"954","Transamerica MLP & Energy Income A",1.49,1293.22818791946,485870168,"Transamerica
MLP
&
Energy
Income
A"
"955","Transamerica Multi-Mgd Balanced A",0.12,1235.08333333333,655145132,"Transamerica
Multi-Mgd
Balanced
A"
"956","Transamerica Partners Balanced",0.13,1196.07692307692,160143217,"Transamerica
Partners
Balanced"
"957","Transamerica Partners Core Bond",0.37,1166.18918918919,1450201403,"Transamerica
Partners
Core
Bond"
"958","Transamerica Partners High Yield Bond",6.82,2173.3504398827,735508402,"Transamerica
Partners
High
Yield
Bond"
"959","Transamerica Partners Instl Balanced",0.13,1196.07692307692,160143217,"Transamerica
Partners
Instl
Balanced"
"960","Transamerica Partners Instl Core Bond",0.37,1166.18918918919,1450201403,"Transamerica
Partners
Instl
Core
Bond"
"961","Transamerica Partners Instl Hi Yld Bd",6.82,2173.3504398827,735508402,"Transamerica
Partners
Instl
Hi
Yld
Bd"
"962","Transamerica Short-Term Bond I2",0.4,1118,3551084010,"Transamerica
Short-Term
Bond
I2"
"963","Transamerica Strategic High Income A",3.73,744.02144772118,37594620,"Transamerica
Strategic
High
Income
A"
"964","Transamerica Unconstrained Bond I",2.7,1276.74074074074,133009378,"Transamerica
Unconstrained
Bond
I"
"965","UBS Core Plus Bond P",0.3,2933.46666666667,44018221,"UBS
Core
Plus
Bond
P"
"966","UBS Dynamic Alpha A",1.37,1627.10218978102,97776525,"UBS
Dynamic
Alpha
A"
"967","UBS Fixed Income Opportunities A",2.25,7301.42666666667,40276770,"UBS
Fixed
Income
Opportunities
A"
"968","UBS US Allocation C",0.47,4349.8085106383,274775378,"UBS
US
Allocation
C"
"969","USAA Cornerstone Aggressive",0.37,826.459459459459,200002288,"USAA
Cornerstone
Aggressive"
"970","USAA Cornerstone Moderate",0.85,867.352941176471,1048484770,"USAA
Cornerstone
Moderate"
"971","USAA Cornerstone Moderately Agrsv",0.92,850.804347826087,2313043906,"USAA
Cornerstone
Moderately
Agrsv"
"972","USAA Cornerstone Moderately Cnsrv",1.22,801.55737704918,191275501,"USAA
Cornerstone
Moderately
Cnsrv"
"973","USAA First Start Growth",0.55,746.581818181818,371587835,"USAA
First
Start
Growth"
"974","USAA Flexible Income Adviser",2.2,999,73066858,"USAA
Flexible
Income
Adviser"
"975","USAA High Income",9,2627.14666666667,2066486687,"USAA
High
Income"
"976","USAA Income",1.61,1306.95652173913,5947004774,"USAA
Income"
"977","USAA Intermediate-Term Bond",3.36,1008.94642857143,3354278019,"USAA
Intermediate-Term
Bond"
"978","USAA Real Return Institutional",0.88,950.5,349769105,"USAA
Real
Return
Institutional"
"979","USAA Short-Term Bond",1.6,1140.7,4128548610,"USAA
Short-Term
Bond"
"980","USAA Ultra Short-Term Bond",1.81,865.3591160221,481220513,"USAA
Ultra
Short-Term
Bond"
"981","VALIC Company I Asset Allocation",0.82,1968.86585365854,167918595,"VALIC
Company
I
Asset
Allocation"
"982","VALIC Company I Capital Conservation",0.06,1476.66666666667,249788555,"VALIC
Company
I
Capital
Conservation"
"983","VALIC Company I Inflation Protected",0.08,999,456819069,"VALIC
Company
I
Inflation
Protected"
"984","VALIC Company II Core Bond",0.67,2003.77611940298,1222297226,"VALIC
Company
II
Core
Bond"
"985","VALIC Company II High Yield Bond",7.75,1344.07870967742,479949359,"VALIC
Company
II
High
Yield
Bond"
"986","VALIC Company II Strategic Bond",3.4,1963.07058823529,763952581,"VALIC
Company
II
Strategic
Bond"
"987","Value Line Asset Allocation Investor",0.03,669,305866715,"Value
Line
Asset
Allocation
Investor"
"988","Value Line Core Bond Fund",0.19,669,70281090,"Value
Line
Core
Bond
Fund"
"989","Value Line Income & Growth Investor",0.04,669,343264770,"Value
Line
Income
&
Growth
Investor"
"990","Vanguard Balanced Index Inv",0,NA,26094635919,"Vanguard
Balanced
Index
Inv"
"991","Vanguard Emerg Mkts Govt Bd Idx Investor",0.16,1031.75,722326314,"Vanguard
Emerg
Mkts
Govt
Bd
Idx
Investor"
"992","Vanguard High-Yield Corporate Inv",7.33,1237.95361527967,16776359031,"Vanguard
High-Yield
Corporate
Inv"
"993","Vanguard Interm-Term Bond Index Inv",0.18,852.388888888889,23348914475,"Vanguard
Interm-Term
Bond
Index
Inv"
"994","Vanguard Interm-Term Invmt-Grade Inv",0.13,1300.07692307692,20839705328,"Vanguard
Interm-Term
Invmt-Grade
Inv"
"995","Vanguard Interm-Tm Corp Bd Idx I",0.48,844.708333333333,7449000581,"Vanguard
Interm-Tm
Corp
Bd
Idx
I"
"996","Vanguard Long-Term Bond Index Inv",0.17,762.294117647059,8828091218,"Vanguard
Long-Term
Bond
Index
Inv"
"997","Vanguard Long-Term Corp Bond Idx I",0.35,766.485714285714,1391213027,"Vanguard
Long-Term
Corp
Bond
Idx
I"
"998","Vanguard Long-Term Investment-Grade Inv",0.12,814.333333333333,13618562199,"Vanguard
Long-Term
Investment-Grade
Inv"
"999","Vanguard Short-Term Bond Index Inv",0.03,1078.33333333333,43538650442,"Vanguard
Short-Term
Bond
Index
Inv"
"1000","Vanguard Short-Term Corp Bd Idx I",0.18,1158.44444444444,13424890015,"Vanguard
Short-Term
Corp
Bd
Idx
I"
"1001","Vanguard Short-Term Investment-Grade Inv",0.33,1230.66666666667,52816879594,"Vanguard
Short-Term
Investment-Grade
Inv"
"1002","Vanguard Total Bond Market II Idx Inv",0.05,889.2,91524425907,"Vanguard
Total
Bond
Market
II
Idx
Inv"
"1003","Vanguard Total Bond Market Index Inv",0.04,919.75,155170089081,"Vanguard
Total
Bond
Market
Index
Inv"
"1004","Vanguard Wellesley Income Fund",0.09,1007.33333333333,40365862519,"Vanguard
Wellesley
Income
Fund"
"1005","Vanguard Wellesley® Income Inv",0.09,1007.33333333333,40365862519,"Vanguard
Wellesley®
Income
Inv"
"1006","Vanguard Wellington Inv",0.04,1081,86549894273,"Vanguard
Wellington
Inv"
"1007","Vantagepoint Core Bond Index I",0.08,911.75,1808705766,"Vantagepoint
Core
Bond
Index
I"
"1008","Vantagepoint Discovery Investor",0.05,1011,446613112,"Vantagepoint
Discovery
Investor"
"1009","Vantagepoint Diversifying Strategies T",0.18,610.888888888889,881188333,"Vantagepoint
Diversifying
Strategies
T"
"1010","Vantagepoint High Yield T",8.22,1780.85888077859,352057891,"Vantagepoint
High
Yield
T"
"1011","Vantagepoint Low Duration Bond Investor",0.17,619.941176470588,802373772,"Vantagepoint
Low
Duration
Bond
Investor"
"1012","Victory INCORE Total Return Bond Y",0.64,1397.5,146916404,"Victory
INCORE
Total
Return
Bond
Y"
"1013","Villere Balanced Inv",1.06,2256.32075471698,449088749,"Villere
Balanced
Inv"
"1014","Virtus Alternative Income Solution A",6.33,4018.29225908373,35508573,"Virtus
Alternative
Income
Solution
A"
"1015","Virtus Alternative Inflation Solution A",2.73,2038.47619047619,20520054,"Virtus
Alternative
Inflation
Solution
A"
"1016","Virtus Alternative Total Solution A",2.35,4404.54893617021,94043189,"Virtus
Alternative
Total
Solution
A"
"1017","Virtus Balanced A",0.89,892.932584269663,485141738,"Virtus
Balanced
A"
"1018","Virtus Bond I",1.94,890.798969072165,72756540,"Virtus
Bond
I"
"1019","Virtus Credit Opportunities A",1.05,1180,96322989,"Virtus
Credit
Opportunities
A"
"1020","Virtus Emerging Markets Debt A",0.63,3216.2380952381,25422105,"Virtus
Emerging
Markets
Debt
A"
"1021","Virtus High Yield A",6.99,1686.4878397711,69575709,"Virtus
High
Yield
A"
"1022","Virtus Low Duration Income I",0.83,780.024096385542,276456717,"Virtus
Low
Duration
Income
I"
"1023","Virtus Multi-Sector Intermediate Bond A",5.17,1724.30754352031,303751551,"Virtus
Multi-Sector
Intermediate
Bond
A"
"1024","Virtus Multi-Sector S/T Bd A",1.83,1874.0218579235,7264457104,"Virtus
Multi-Sector
S/T
Bd
A"
"1025","Virtus Senior Floating Rate A",0.14,3331.57142857143,604347644,"Virtus
Senior
Floating
Rate
A"
"1026","Virtus Strategic Income A",4.06,1125.3275862069,28608026,"Virtus
Strategic
Income
A"
"1027","Virtus Tactical Allocation A",1.74,1666.2183908046,149128643,"Virtus
Tactical
Allocation
A"
"1028","Voya Balanced Port I",0.12,758,299732720,"Voya
Balanced
Port
I"
"1029","Voya Global Bond A",0.06,646,560134092,"Voya
Global
Bond
A"
"1030","Voya High Yield Bond A",6.04,2208.95695364238,523889402,"Voya
High
Yield
Bond
A"
"1031","Voya High Yield Port S",6.71,2319.9523099851,625069193,"Voya
High
Yield
Port
S"
"1032","Voya Intermediate Bond A",0.3,688.333333333333,3455235749,"Voya
Intermediate
Bond
A"
"1033","Voya Intermediate Bond Port I",0.12,1222,5761407626,"Voya
Intermediate
Bond
Port
I"
